Sira,MAHALLE,IL,ILCE
586,BÜYÜKÇILDIRIM,ADANA,SEYHAN
587,GÖKÇELER,ADANA,SEYHAN
588,HADIRLI,ADANA,SEYHAN
589,KARAKUYU,ADANA,SEYHAN
590,KOYUNCU,ADANA,SEYHAN
591,YALMANLI,ADANA,SEYHAN
592,YENİDAM,ADANA,SEYHAN
593,YOLGEÇEN,ADANA,SEYHAN
594,ZEYTİNLİ,ADANA,SEYHAN
595,DERVİŞLER,ADANA,SEYHAN
596,KAVAKLI,ADANA,SEYHAN
597,MEKAN,ADANA,SEYHAN
598,BAHÇELİEVLER,ADANA,SEYHAN
599,SERİNEVLER,ADANA,SEYHAN
600,BAHÇEŞEHİR,ADANA,SEYHAN
601,TELLİDERE,ADANA,SEYHAN
602,YENİMAHALLE,ADANA,SEYHAN
603,KARAYUSUFLU,ADANA,SEYHAN
604,AKKAPI,ADANA,SEYHAN
605,ALİDEDE,ADANA,SEYHAN
606,A.REMZİ YÜREĞİR,ADANA,SEYHAN
607,AYDINLAR,ADANA,SEYHAN
608,DÖRTAĞAÇ,ADANA,SEYHAN
609,BARIŞ,ADANA,SEYHAN
610,BARBAROS,ADANA,SEYHAN
611,BEŞOCAK,ADANA,SEYHAN
612,BEY,ADANA,SEYHAN
613,CEMALPAŞA,ADANA,SEYHAN
614,KOZA,ADANA,SEYHAN
615,DAĞLIOĞLU,ADANA,SEYHAN
616,DENİZLİ,ADANA,SEYHAN
617,DÖŞEME,ADANA,SEYHAN
618,DUMLUPINAR,ADANA,SEYHAN
619,EMEK,ADANA,SEYHAN
620,FATİH,ADANA,SEYHAN
621,FEVZİPAŞA,ADANA,SEYHAN
622,GAZİPAŞA,ADANA,SEYHAN
623,GÜLBAHÇESİ,ADANA,SEYHAN
624,GÜRSELPAŞA,ADANA,SEYHAN
625,HANEDAN,ADANA,SEYHAN
626,HAVUZLUBAHÇE,ADANA,SEYHAN
627,HURMALI,ADANA,SEYHAN
628,HÜRRİYET,ADANA,SEYHAN
629,İSMETPAŞA,ADANA,SEYHAN
630,İSTİKLAL,ADANA,SEYHAN
631,KARASOKU,ADANA,SEYHAN
632,KAYALIBAĞ,ADANA,SEYHAN
633,KOCAVEZİR,ADANA,SEYHAN
634,KURTULUŞ,ADANA,SEYHAN
635,KURUKÖPRÜ,ADANA,SEYHAN
636,MESTANZADE,ADANA,SEYHAN
637,MEYDAN,ADANA,SEYHAN
638,MIDIK,ADANA,SEYHAN
639,MİRZAÇELEBİ,ADANA,SEYHAN
640,MİTHATPAŞA,ADANA,SEYHAN
641,NAMIKKEMAL,ADANA,SEYHAN
642,NARLICA,ADANA,SEYHAN
643,ONUR,ADANA,SEYHAN
644,OVA,ADANA,SEYHAN
645,PINAR,ADANA,SEYHAN
646,REŞATBEY,ADANA,SEYHAN
647,SAKARYA,ADANA,SEYHAN
648,SARIYAKUP,ADANA,SEYHAN
649,SUCUZADE,ADANA,SEYHAN
650,SÜMER,ADANA,SEYHAN
651,ŞAKİRPAŞA,ADANA,SEYHAN
652,ŞEHİTDURAN,ADANA,SEYHAN
653,TEPEBAĞ,ADANA,SEYHAN
654,TÜRKOCAĞI,ADANA,SEYHAN
655,UÇAK,ADANA,SEYHAN
656,ULUCAMİ,ADANA,SEYHAN
657,YENİBARAJ,ADANA,SEYHAN
658,YENİBEY,ADANA,SEYHAN
659,YEŞİLEVLER,ADANA,SEYHAN
660,YEŞİLYUVA,ADANA,SEYHAN
661,YEŞİLOBA,ADANA,SEYHAN
662,YEŞİLYURT,ADANA,SEYHAN
663,ZİYAPAŞA,ADANA,SEYHAN
664,İKİBİNEVLER,ADANA,SEYHAN
665,GÜLPINAR,ADANA,SEYHAN
666,DEMETEVLER,ADANA,SEYHAN
667,KAYAPINAR,ADANA,TUFANBEYLİ
668,BOZGÜNEY,ADANA,TUFANBEYLİ
669,AKÇAL,ADANA,TUFANBEYLİ
670,AKPINAR,ADANA,TUFANBEYLİ
671,AYVAT,ADANA,TUFANBEYLİ
672,ÇATALÇAM,ADANA,TUFANBEYLİ
673,ÇUKURKIŞLA,ADANA,TUFANBEYLİ
674,DAMLALI,ADANA,TUFANBEYLİ
675,DEMİROLUK,ADANA,TUFANBEYLİ
676,DOĞANBEYLİ,ADANA,TUFANBEYLİ
677,DOĞANLI,ADANA,TUFANBEYLİ
678,EVCİ,ADANA,TUFANBEYLİ
679,FATMAKUYU,ADANA,TUFANBEYLİ
680,GÜZELİM,ADANA,TUFANBEYLİ
681,HANYERİ,ADANA,TUFANBEYLİ
682,İĞDEBEL,ADANA,TUFANBEYLİ
683,KARSAVURAN,ADANA,TUFANBEYLİ
684,KAYIRCIK,ADANA,TUFANBEYLİ
685,KİRAZLIYURT,ADANA,TUFANBEYLİ
686,KOÇCAĞIZ,ADANA,TUFANBEYLİ
687,ORTAKÖY,ADANA,TUFANBEYLİ
688,PEKMEZLİ,ADANA,TUFANBEYLİ
689,PINARLAR,ADANA,TUFANBEYLİ
690,POLATPINARI,ADANA,TUFANBEYLİ
691,ŞARKÖY,ADANA,TUFANBEYLİ
692,TAŞPINAR,ADANA,TUFANBEYLİ
693,TOZLU,ADANA,TUFANBEYLİ
694,YAMANLI,ADANA,TUFANBEYLİ
695,YEŞİLOVA,ADANA,TUFANBEYLİ
696,FATİH,ADANA,TUFANBEYLİ
697,MEHMET AKİF ERSOY,ADANA,TUFANBEYLİ
698,ELEMANLI,ADANA,TUFANBEYLİ
699,CUMHURİYET,ADANA,TUFANBEYLİ
700,YENİCAMİ,ADANA,TUFANBEYLİ
701,İSTİKLAL,ADANA,TUFANBEYLİ
702,AYAS,ADANA,YUMURTALIK
703,DEVRİŞİYE,ADANA,YUMURTALIK
704,ÖREN,ADANA,YUMURTALIK
705,KEMALPAŞA,ADANA,YUMURTALIK
706,YUMURTALIK,ADANA,YUMURTALIK
707,YENİKÖY,ADANA,YUMURTALIK
708,ASMALI,ADANA,YUMURTALIK
709,AYVALIK,ADANA,YUMURTALIK
710,DEMİRTAŞ,ADANA,YUMURTALIK
711,DEVECİUŞAĞI,ADANA,YUMURTALIK
712,GÖLOVASI,ADANA,YUMURTALIK
713,HAMZALI,ADANA,YUMURTALIK
714,HAYLAZLI,ADANA,YUMURTALIK
715,KALEMLİ,ADANA,YUMURTALIK
716,KESMEBURUN,ADANA,YUMURTALIK
717,KIRMIZIDAM,ADANA,YUMURTALIK
718,KUZUPINARI,ADANA,YUMURTALIK
719,NARLIÖREN,ADANA,YUMURTALIK
720,SUGÖZÜ,ADANA,YUMURTALIK
721,YEŞİLKÖY,ADANA,YUMURTALIK
722,AKDENİZ,ADANA,YUMURTALIK
723,AKYUVA,ADANA,YUMURTALIK
724,KALDIRIM,ADANA,YUMURTALIK
725,ZEYTİNBELİ,ADANA,YUMURTALIK
726,ÇELEMLİ,ADANA,YÜREĞİR
727,AKINCILAR,ADANA,YÜREĞİR
728,AKDENİZ,ADANA,YÜREĞİR
729,ANADOLU,ADANA,YÜREĞİR
730,DOĞANKENT BAHÇELİEVLER,ADANA,YÜREĞİR
731,BAŞAK,ADANA,YÜREĞİR
732,ÇAMLIBEL,ADANA,YÜREĞİR
733,SOLAKLI CUMHURİYET,ADANA,YÜREĞİR
734,DADALOĞLU,ADANA,YÜREĞİR
735,DERVİŞLER,ADANA,YÜREĞİR
736,GÜNEŞLİ,ADANA,YÜREĞİR
737,GÜZELEVLER,ADANA,YÜREĞİR
738,HAYDAROĞLU,ADANA,YÜREĞİR
739,DOĞANKENT KIŞLA,ADANA,YÜREĞİR
740,KİREMİTHANE,ADANA,YÜREĞİR
741,KOZA,ADANA,YÜREĞİR
742,KÖPRÜLÜ,ADANA,YÜREĞİR
743,KAZIM KARABEKİR,ADANA,YÜREĞİR
744,LEVENT,ADANA,YÜREĞİR
745,19 MAYIS,ADANA,YÜREĞİR
746,ÖZGÜR,ADANA,YÜREĞİR
747,PTT EVLERİ,ADANA,YÜREĞİR
748,SERİNEVLER,ADANA,YÜREĞİR
749,SEYHAN,ADANA,YÜREĞİR
750,SİNANPAŞA,ADANA,YÜREĞİR
751,SARIÇAM,ADANA,YÜREĞİR
752,SELAHATTİN EYYUBİ,ADANA,YÜREĞİR
753,ŞEHİT ERKUT AKBAY,ADANA,YÜREĞİR
754,ULUBATLI HASAN,ADANA,YÜREĞİR
755,TAHSİLLİ,ADANA,YÜREĞİR
756,YAMAÇLI,ADANA,YÜREĞİR
757,YAVUZLAR,ADANA,YÜREĞİR
758,YENİDOĞAN,ADANA,YÜREĞİR
759,YEŞİLBAĞLAR,ADANA,YÜREĞİR
760,ATAKENT,ADANA,YÜREĞİR
761,KARACAOĞLAN,ADANA,YÜREĞİR
762,YAHŞİLER,ADANA,YÜREĞİR
763,VAYVAYLI,ADANA,YÜREĞİR
764,AKPINAR,ADANA,YÜREĞİR
765,BELÖREN,ADANA,YÜREĞİR
766,ÇATALPINAR,ADANA,YÜREĞİR
767,GÜVELOĞLU,ADANA,YÜREĞİR
768,KAŞLICA,ADANA,YÜREĞİR
769,AKARCALI,ADANA,YÜREĞİR
770,KARAAHMETLİ,ADANA,YÜREĞİR
771,DENİZKUYUSU,ADANA,YÜREĞİR
772,GAZİPAŞA,ADANA,YÜREĞİR
773,KÖKLÜCE,ADANA,YÜREĞİR
774,GÜZEL CUMHURİYET,ADANA,YÜREĞİR
775,AYDINCIK,ADANA,YÜREĞİR
776,EĞRİAĞAÇ,ADANA,YÜREĞİR
777,YENİCE,ADANA,YÜREĞİR
778,DOĞANKENT CUMHURİYET,ADANA,YÜREĞİR
779,GÜMÜŞYAZI,ADANA,YÜREĞİR
780,YERDELEN,ADANA,YÜREĞİR
781,GEÇİTLİ  CUMHURİYET,ADANA,YÜREĞİR
782,ATATÜRK,ADANA,YÜREĞİR
783,KÜTÜKLÜ,ADANA,YÜREĞİR
784,ÖZLER,ADANA,YÜREĞİR
785,YUNUSEMRE,ADANA,YÜREĞİR
786,ÇOTLU,ADANA,YÜREĞİR
787,KAYARLI,ADANA,YÜREĞİR
788,KAMIŞLI,ADANA,YÜREĞİR
789,BÜYÜKKAPILI,ADANA,YÜREĞİR
790,IRMAKBAŞI,ADANA,YÜREĞİR
791,YUNUSOĞLU HÜRRİYET,ADANA,YÜREĞİR
792,ESKİ MİSİS,ADANA,YÜREĞİR
793,BAHÇELİEVLER,ADANA,YÜREĞİR
794,SAZAK,ADANA,YÜREĞİR
795,YENİKÖY,ADANA,YÜREĞİR
796,DEDEPINARI,ADANA,YÜREĞİR
797,CAMİLİ,ADANA,YÜREĞİR
798,MUTLU,ADANA,YÜREĞİR
799,AĞZIBÜYÜK,ADANA,YÜREĞİR
800,PEKMEZLİ,ADANA,YÜREĞİR
801,AKDAM,ADANA,YÜREĞİR
802,ÇİNE,ADANA,YÜREĞİR
803,YUKARIÇİÇEKLİ,ADANA,YÜREĞİR
804,HEREKLİ,ADANA,YÜREĞİR
805,CIRRIK,ADANA,YÜREĞİR
806,ABDİOĞLU CUMHURİYET,ADANA,YÜREĞİR
807,KADIKÖY,ADANA,YÜREĞİR
808,DANIŞMENT,ADANA,YÜREĞİR
809,KÖPRÜGÖZÜ,ADANA,YÜREĞİR
810,ZAĞARLI,ADANA,YÜREĞİR
811,SOLAKLI HÜRRİYET,ADANA,YÜREĞİR
812,SAKIZLI,ADANA,YÜREĞİR
813,BEYKÖY,ADANA,YÜREĞİR
814,ÇAĞIRKANLI,ADANA,YÜREĞİR
815,GÖKÇELİ,ADANA,YÜREĞİR
816,ŞAHİNAĞA,ADANA,YÜREĞİR
817,DEDEKORKUT,ADANA,YÜREĞİR
818,HAVUTLU,ADANA,YÜREĞİR
819,PAŞAKÖY,ADANA,YÜREĞİR
820,HACIALİ,ADANA,YÜREĞİR
821,KIŞLA,ADANA,YÜREĞİR
822,ŞEYHMURAT,ADANA,YÜREĞİR
823,ESENLER,ADANA,YÜREĞİR
824,HAVRANİYE,ADANA,YÜREĞİR
825,CUMHURİYET,ADANA,YÜREĞİR
826,ALİHOCALI,ADANA,YÜREĞİR
827,TAŞCI,ADANA,YÜREĞİR
828,YALNIZCA,ADANA,YÜREĞİR
829,YAKAPINAR,ADANA,YÜREĞİR
830,SAĞDIÇLI,ADANA,YÜREĞİR
831,YUNUSOĞLU CUMHURİYET,ADANA,YÜREĞİR
832,DÜZCE,ADANA,YÜREĞİR
833,ESENTEPE,ADIYAMAN,ADIYAMAN-İL MERKEZİ
834,ALİTAŞI,ADIYAMAN,ADIYAMAN-İL MERKEZİ
835,BAHÇELİEVLER,ADIYAMAN,ADIYAMAN-İL MERKEZİ
836,ESKİSARAY,ADIYAMAN,ADIYAMAN-İL MERKEZİ
837,FATİH,ADIYAMAN,ADIYAMAN-İL MERKEZİ
838,SIRATUT,ADIYAMAN,ADIYAMAN-İL MERKEZİ
839,HOCAÖMER,ADIYAMAN,ADIYAMAN-İL MERKEZİ
840,İMAMAĞA,ADIYAMAN,ADIYAMAN-İL MERKEZİ
841,KAPCAMİ,ADIYAMAN,ADIYAMAN-İL MERKEZİ
842,KARAPINAR,ADIYAMAN,ADIYAMAN-İL MERKEZİ
843,KAYALIK,ADIYAMAN,ADIYAMAN-İL MERKEZİ
844,MARA,ADIYAMAN,ADIYAMAN-İL MERKEZİ
845,MUSALLA,ADIYAMAN,ADIYAMAN-İL MERKEZİ
846,ÖRENLİ,ADIYAMAN,ADIYAMAN-İL MERKEZİ
847,PETROL,ADIYAMAN,ADIYAMAN-İL MERKEZİ
848,ULUCAMİ,ADIYAMAN,ADIYAMAN-İL MERKEZİ
849,VARLIK,ADIYAMAN,ADIYAMAN-İL MERKEZİ
850,YENİPINAR,ADIYAMAN,ADIYAMAN-İL MERKEZİ
851,BAHÇECİK,ADIYAMAN,ADIYAMAN-İL MERKEZİ
852,BARBAROS HAYRETTİN,ADIYAMAN,ADIYAMAN-İL MERKEZİ
853,CUMHURİYET,ADIYAMAN,ADIYAMAN-İL MERKEZİ
854,MALAZGİRT,ADIYAMAN,ADIYAMAN-İL MERKEZİ
855,MİMAR SİNAN,ADIYAMAN,ADIYAMAN-İL MERKEZİ
856,SİTELER,ADIYAMAN,ADIYAMAN-İL MERKEZİ
857,SÜMEREVLER,ADIYAMAN,ADIYAMAN-İL MERKEZİ
858,TURGUT REİS,ADIYAMAN,ADIYAMAN-İL MERKEZİ
859,YAVUZ SELİM,ADIYAMAN,ADIYAMAN-İL MERKEZİ
860,MEHMET AKİF,ADIYAMAN,ADIYAMAN-İL MERKEZİ
861,YEŞİLYURT,ADIYAMAN,ADIYAMAN-İL MERKEZİ
862,YENİSANAYİ,ADIYAMAN,ADIYAMAN-İL MERKEZİ
863,YUNUS EMRE,ADIYAMAN,ADIYAMAN-İL MERKEZİ
864,YENİMAHALLE,ADIYAMAN,ADIYAMAN-İL MERKEZİ
865,ALTINŞEHİR,ADIYAMAN,ADIYAMAN-İL MERKEZİ
866,AŞAĞISARHAN,ADIYAMAN,BESNİ
867,CİRİTMEYDANI,ADIYAMAN,BESNİ
868,ÇAT,ADIYAMAN,BESNİ
869,KORUPINAR,ADIYAMAN,BESNİ
870,PINARBAŞI,ADIYAMAN,BESNİ
871,YENİ BESNİ,ADIYAMAN,BESNİ
872,YUKARISARHAN,ADIYAMAN,BESNİ
873,15 TEMMUZ ŞEHİTLER MAHALLESİ,ADIYAMAN,BESNİ
874,OYALI,ADIYAMAN,BESNİ
875,ALİ ERDEMOĞLU,ADIYAMAN,BESNİ
876,DUMLUPINAR,ADIYAMAN,BESNİ
877,HASAN TÜTÜN,ADIYAMAN,BESNİ
878,ERDEMOĞLU,ADIYAMAN,BESNİ
879,YEŞİLOVA,ADIYAMAN,BESNİ
880,BOYBEYPINARI,ADIYAMAN,BESNİ
881,LEVZİN,ADIYAMAN,BESNİ
882,ABIMISTIK,ADIYAMAN,BESNİ
883,KÖPRÜBAŞI,ADIYAMAN,BESNİ
884,İNCEKOZ,ADIYAMAN,BESNİ
885,ÇAKMAK,ADIYAMAN,BESNİ
886,FATİH,ADIYAMAN,BESNİ
887,ATATÜRK,ADIYAMAN,BESNİ
888,TURGUT ÖZAL,ADIYAMAN,BESNİ
889,İNÖNÜ,ADIYAMAN,BESNİ
890,CUMHURİYET,ADIYAMAN,BESNİ
891,HÜRRİYET,ADIYAMAN,BESNİ
892,TETİRLİ,ADIYAMAN,BESNİ
893,AŞAĞI SÖĞÜTLÜ,ADIYAMAN,BESNİ
894,ADALET,ADIYAMAN,BESNİ
895,CUMHURİYET,ADIYAMAN,BESNİ
896,HÜRRİYET,ADIYAMAN,BESNİ
897,BAYAT,ADIYAMAN,BESNİ
898,CUMHURİYET,ADIYAMAN,BESNİ
899,YENİ,ADIYAMAN,BESNİ
900,İNÖNÜ,ADIYAMAN,BESNİ
901,FATİH,ADIYAMAN,BESNİ
902,MENDERES,ADIYAMAN,BESNİ
903,BAHÇELİEVLER,ADIYAMAN,ÇELİKHAN
904,CUMHURİYET,ADIYAMAN,ÇELİKHAN
905,FATİH,ADIYAMAN,ÇELİKHAN
906,M.NEDİM ÖKMEN,ADIYAMAN,ÇELİKHAN
907,MERKEZ,ADIYAMAN,ÇELİKHAN
908,YUNUS EMRE,ADIYAMAN,ÇELİKHAN
909,ZAFER,ADIYAMAN,ÇELİKHAN
910,BAŞPINAR,ADIYAMAN,ÇELİKHAN
911,CAMİ,ADIYAMAN,ÇELİKHAN
912,CAMİ,ADIYAMAN,ÇELİKHAN
913,KURUDERE,ADIYAMAN,ÇELİKHAN
914,BALIKBURNU,ADIYAMAN,ÇELİKHAN
915,HACILAR,ADIYAMAN,ÇELİKHAN
916,AKTAŞ,ADIYAMAN,ÇELİKHAN
917,ÇAMLIYAYLA,ADIYAMAN,ÇELİKHAN
918,İNÖNÜ,ADIYAMAN,ÇELİKHAN
919,KAYA,ADIYAMAN,ÇELİKHAN
920,YENİ,ADIYAMAN,GERGER
921,MERKEZ,ADIYAMAN,GERGER
922,KELEŞAN,ADIYAMAN,GERGER
923,FATİH,ADIYAMAN,GERGER
924,ASFALT,ADIYAMAN,GÖLBAŞI
925,CUMHURİYET,ADIYAMAN,GÖLBAŞI
926,MERKEZ,ADIYAMAN,GÖLBAŞI
927,CUMHURİYET,ADIYAMAN,GÖLBAŞI
928,ASFALT,ADIYAMAN,GÖLBAŞI
929,CUMHURİYET,ADIYAMAN,GÖLBAŞI
930,YENİMAHALLE,ADIYAMAN,GÖLBAŞI
931,YENİKENT,ADIYAMAN,GÖLBAŞI
932,FATİH,ADIYAMAN,GÖLBAŞI
933,HÜRRİYET,ADIYAMAN,GÖLBAŞI
934,KURUGEÇİT,ADIYAMAN,GÖLBAŞI
935,MİMAR SİNAN,ADIYAMAN,GÖLBAŞI
936,YAVUZ SELİM,ADIYAMAN,GÖLBAŞI
937,YENİMAHALLE,ADIYAMAN,GÖLBAŞI
938,ÇAKMAK,ADIYAMAN,GÖLBAŞI
939,KALEMKAŞ,ADIYAMAN,GÖLBAŞI
940,CUMHURİYET,ADIYAMAN,GÖLBAŞI
941,ATATÜRK,ADIYAMAN,KAHTA
942,ÇAMLICA,ADIYAMAN,KAHTA
943,KILAVUZ,ADIYAMAN,KAHTA
944,SOĞUKSU,ADIYAMAN,KAHTA
945,ATATÜRK,ADIYAMAN,KAHTA
946,CUMHURİYET,ADIYAMAN,KAHTA
947,FATİH,ADIYAMAN,KAHTA
948,KANGÖLÜ,ADIYAMAN,KAHTA
949,ATATÜRK,ADIYAMAN,KAHTA
950,BAĞLAR,ADIYAMAN,KAHTA
951,CAMİ,ADIYAMAN,KAHTA
952,CUMHURİYET,ADIYAMAN,KAHTA
953,ÇOBANLI,ADIYAMAN,KAHTA
954,BAYRAKTAR,ADIYAMAN,KAHTA
955,FIRAT,ADIYAMAN,KAHTA
956,FATİH,ADIYAMAN,KAHTA
957,HÜRRİYET,ADIYAMAN,KAHTA
958,GAZİ,ADIYAMAN,KAHTA
959,GİRNE,ADIYAMAN,KAHTA
960,MENDERES,ADIYAMAN,KAHTA
961,ŞEYHBABA,ADIYAMAN,KAHTA
962,KARŞIYAKA,ADIYAMAN,KAHTA
963,TURGUT ÖZAL,ADIYAMAN,KAHTA
964,TURANLI,ADIYAMAN,KAHTA
965,YENİ,ADIYAMAN,KAHTA
966,YAVUZ SELİM,ADIYAMAN,KAHTA
967,GAZİ,ADIYAMAN,MERKEZ
968,MUSTAFA YÜCEL ÖZBİLGİN,ADIYAMAN,MERKEZ
969,YAKACIK,ADIYAMAN,MERKEZ
970,ESENCE,ADIYAMAN,MERKEZ
971,YEŞİLYURT,ADIYAMAN,MERKEZ
972,BAHÇELİEVLER,ADIYAMAN,MERKEZ
973,SERİNTEPE,ADIYAMAN,MERKEZ
974,HASANKAN,ADIYAMAN,MERKEZ
975,CUMHURİYET,ADIYAMAN,MERKEZ
976,HÜRRİYET,ADIYAMAN,MERKEZ
977,MERKEZ,ADIYAMAN,MERKEZ
978,KARAÇALI,ADIYAMAN,MERKEZ
979,ÇİMENKE,ADIYAMAN,MERKEZ
980,ZİVAR,ADIYAMAN,MERKEZ
981,ÇATDERESİ,ADIYAMAN,MERKEZ
982,İNCEKOZ,ADIYAMAN,MERKEZ
983,ÖRENTAŞ,ADIYAMAN,SAMSAT
984,YAVUZ SELİM,ADIYAMAN,SAMSAT
985,KALE,ADIYAMAN,SAMSAT
986,BARAJ,ADIYAMAN,SAMSAT
987,TUNA,ADIYAMAN,SİNCİK
988,ÇINAR,ADIYAMAN,SİNCİK
989,ÇUKAN,ADIYAMAN,SİNCİK
990,TAŞLICA,ADIYAMAN,SİNCİK
991,KARADAĞ,ADIYAMAN,SİNCİK
992,ÖZBİLGİN,ADIYAMAN,SİNCİK
993,FIRAT,ADIYAMAN,SİNCİK
994,CUMHURİYET,ADIYAMAN,SİNCİK
995,AYENGİN,ADIYAMAN,SİNCİK
996,ONUR,ADIYAMAN,SİNCİK
997,FATİH,ADIYAMAN,SİNCİK
998,ZEYNEL ASLAN,ADIYAMAN,SİNCİK
999,KARAMAN,ADIYAMAN,SİNCİK
1000,MAHMUTOĞLU,ADIYAMAN,SİNCİK
1001,AYNİYE,ADIYAMAN,TUT
1002,BULANIK,ADIYAMAN,TUT
1003,FETHİYE,ADIYAMAN,TUT
1004,REŞADİYE,ADIYAMAN,TUT
1005,SALAH,ADIYAMAN,TUT
1006,ÇAMLICA,ADIYAMAN,TUT
1007,CUMHURİYET,ADIYAMAN,TUT
6115,AKYÜREK,BATMAN,BATMAN-İL MERKEZİ
6116,CUMHURİYET,BATMAN,BATMAN-İL MERKEZİ
6117,KARŞIYAKA,BATMAN,BATMAN-İL MERKEZİ
6118,İLUH,BATMAN,BATMAN-İL MERKEZİ
6119,ÇAY,BATMAN,BATMAN-İL MERKEZİ
6120,KISMET,BATMAN,BATMAN-İL MERKEZİ
6121,MEYDAN,BATMAN,BATMAN-İL MERKEZİ
6122,CUDİ,BATMAN,BATMAN-İL MERKEZİ
6123,PINARBAŞI,BATMAN,BATMAN-İL MERKEZİ
6124,SAĞLIK,BATMAN,BATMAN-İL MERKEZİ
6125,YENİMAHALLE,BATMAN,BATMAN-İL MERKEZİ
6126,YEŞİLTEPE,BATMAN,BATMAN-İL MERKEZİ
6127,ÇAMLICA,BATMAN,BATMAN-İL MERKEZİ
6128,PAZARYERİ,BATMAN,BATMAN-İL MERKEZİ
6129,ŞAFAK,BATMAN,BATMAN-İL MERKEZİ
6130,PETROLKENT,BATMAN,BATMAN-İL MERKEZİ
6131,BELDE,BATMAN,BATMAN-İL MERKEZİ
6132,GÜNEYKENT,BATMAN,BATMAN-İL MERKEZİ
6133,BAYINDIR,BATMAN,BATMAN-İL MERKEZİ
6134,SEYİTLER,BATMAN,BATMAN-İL MERKEZİ
6135,SİTE,BATMAN,BATMAN-İL MERKEZİ
6136,HİLAL,BATMAN,BATMAN-İL MERKEZİ
6137,GAP,BATMAN,BATMAN-İL MERKEZİ
6138,KÜLTÜR,BATMAN,BATMAN-İL MERKEZİ
6139,FATİH,BATMAN,BATMAN-İL MERKEZİ
6140,BAHÇELİEVLER,BATMAN,BATMAN-İL MERKEZİ
6141,TİLMERC,BATMAN,BATMAN-İL MERKEZİ
6142,KORİK,BATMAN,BATMAN-İL MERKEZİ
6143,GİRBEREŞİK,BATMAN,BATMAN-İL MERKEZİ
6144,İRMİ,BATMAN,BATMAN-İL MERKEZİ
6145,KARDELEN,BATMAN,BATMAN-İL MERKEZİ
6146,YENİŞEHİR,BATMAN,BATMAN-İL MERKEZİ
6147,GÜLTEPE,BATMAN,BATMAN-İL MERKEZİ
6148,ÇAMLITEPE,BATMAN,BATMAN-İL MERKEZİ
6149,AYDINLIKEVLER,BATMAN,BATMAN-İL MERKEZİ
6150,BAĞLAR,BATMAN,BATMAN-İL MERKEZİ
6151,BEŞEVLER,BATMAN,BATMAN-İL MERKEZİ
6152,ÇARŞI,BATMAN,BATMAN-İL MERKEZİ
6153,HUZUR,BATMAN,BATMAN-İL MERKEZİ
6154,HÜRRİYET,BATMAN,BATMAN-İL MERKEZİ
6155,19 MAYIS,BATMAN,BATMAN-İL MERKEZİ
6156,PETROL,BATMAN,BATMAN-İL MERKEZİ
6157,RAMAN,BATMAN,BATMAN-İL MERKEZİ
6158,ŞİRİNEVLER,BATMAN,BATMAN-İL MERKEZİ
6159,ZİYA GÖKALP,BATMAN,BATMAN-İL MERKEZİ
6160,KOBİN,BATMAN,BEŞİRİ
6161,CUMHURİYET,BATMAN,BEŞİRİ
6162,MİLLİ EGEMENLİK,BATMAN,BEŞİRİ
6163,BEHREM,BATMAN,BEŞİRİ
6164,MEHMET YATKIN,BATMAN,BEŞİRİ
6165,BAĞDU,BATMAN,BEŞİRİ
6166,KIYANÇ,BATMAN,BEŞİRİ
6167,TURGUT ÖZAL,BATMAN,BEŞİRİ
6168,KARADUMAN,BATMAN,BEŞİRİ
6169,BAĞLARBAŞI,BATMAN,GERCÜŞ
6170,ÇUKURÇEŞME,BATMAN,GERCÜŞ
6171,PINARBAŞI,BATMAN,GERCÜŞ
6172,YOLAĞZI,BATMAN,GERCÜŞ
6173,YEŞİLYURT,BATMAN,GERCÜŞ
6174,PINARBAŞI,BATMAN,GERCÜŞ
6175,BAHÇELİEVLER,BATMAN,HASANKEYF
6176,KALE,BATMAN,HASANKEYF
6177,RAMAN,BATMAN,HASANKEYF
6178,KÜLTÜR,BATMAN,HASANKEYF
6179,DİCLE,BATMAN,HASANKEYF
6180,EYYUBİ,BATMAN,HASANKEYF
6181,TURGUT ÖZAL,BATMAN,KOZLUK
6182,ADNAN MENDERES,BATMAN,KOZLUK
6183,GÜLPINAR,BATMAN,KOZLUK
6184,ORTAÇAY,BATMAN,KOZLUK
6185,YAPRAKLI,BATMAN,KOZLUK
6186,YOLÜSTÜ,BATMAN,KOZLUK
6187,KÖPRÜBAŞI,BATMAN,KOZLUK
6188,YOLALTI,BATMAN,KOZLUK
6189,İSLAMBEY,BATMAN,KOZLUK
6190,KALE,BATMAN,KOZLUK
6191,PINARBAŞI,BATMAN,KOZLUK
6192,AŞAĞI GÜNEŞLİ,BATMAN,KOZLUK
6193,TEPECİK,BATMAN,KOZLUK
6194,ÇAYBAŞI,BATMAN,KOZLUK
6195,DEĞİRMENDERE,BATMAN,KOZLUK
6196,KAVAKLI,BATMAN,KOZLUK
6197,KARPUZLU,BATMAN,KOZLUK
6198,KEMALPAŞA,BATMAN,KOZLUK
6199,KOMANDO,BATMAN,KOZLUK
6200,ŞEMDİNAĞA,BATMAN,KOZLUK
6201,YENİMAHALLE,BATMAN,KOZLUK
6202,YEŞİLTEPE,BATMAN,KOZLUK
6203,YAMAÇLI,BATMAN,KOZLUK
6204,TEPEÜSTÜ,BATMAN,KOZLUK
6205,BAHÇELİ,BATMAN,KOZLUK
